1	200	headers=0	body=0	url=https://aweme.snssdk.com/service/settings/v3/?klink_egdi=AAL6F2JRRmTyRcmhfWO8fpeIax20xWdbnFyoOkbHLTA1hgY6i5yr6vS9&iid=3313280560987770&device_id=4087336283154583&ac=wifi&channel=vivo_1128_64&aid=1128&app_name=aweme&version_code=350100&version_name=35.1.0&device_platform=android&os=android&ssmix=a&device_type=Pixel+6&device_brand=google&language=zh&os_api=35&os_version=15&manifest_version_code=350101&resolution=1080*2209&dpi=420&update_version_code=35109900&_rticket=1788277502111&package=com.ss.android.ugc.aweme&mcc_mnc=46000&first_launch_timestamp=1788265682&last_deeplink_update_version_code=0&cpu_support64=true&host_abi=arm64-v8a&is_guest_mode=0&app_type=normal&minor_status=0&appTheme=light&is_preinstall=0&need_personal_recommend=1&is_android_pad=0&is_android_fold=0&ts=1788277501&cdid=3c8e225d-27e2-4294-8873-9009960e7908&caller_name=bytedance_ad_sdk&settings_time=1788276760
2	200	headers=0	body=3942	url=https://aweme.snssdk.com/service/2/app_log/?version_code=350100&device_platform=android&device_id=4087336283154583&aid=1128&iid=3313280560987770&tt_data=a
3	200	headers=0	body=449	url=https://polaris.zijieapi.com/luckycat/activity/refresh_act_id/?need_token_params=1&klink_egdi=AAL6F2JRRmTyRcmhfWO8fpeIax20xWdbnFyoOkbHLTA1hgY6i5yr6vS9&iid=3313280560987770&device_id=4087336283154583&ac=wifi&channel=vivo_1128_64&aid=1128&app_name=aweme&version_code=350100&version_name=35.1.0&device_platform=android&os=android&ssmix=a&device_type=Pixel+6&device_brand=google&language=zh&os_api=35&os_version=15&manifest_version_code=350101&resolution=1080*2209&dpi=420&update_version_code=35109900&_rticket=1788277502586&package=com.ss.android.ugc.aweme&mcc_mnc=46000&first_launch_timestamp=1788265682&last_deeplink_update_version_code=0&cpu_support64=true&host_abi=arm64-v8a&is_guest_mode=0&app_type=normal&minor_status=0&appTheme=light&is_preinstall=0&need_personal_recommend=1&is_android_pad=0&is_android_fold=0&ts=1788277502&cdid=3c8e225d-27e2-4294-8873-9009960e7908&rom=GOOGLE&has_alipay=0&p_switch=1&rom_version=unknown&luckydog_api_verison=8.87.0-rc.1&luckydog_sdk_verison&luckydog_sdk_verison&is_teen_mode=0&status_bar_height=48&lucky_is_32=0&lucky_device_score=8.4364&lucky_device_type=Pixel+6&luckydog_base=ZWkSTskzn9-4_3mhabJfkkR2YvxwBoxiW_rj9VMoqp8uV8Dnf0f6dK7FSZbP_-AydNGWOQD7rvaKeoOAQiH0yX53LPEKSCcT3H7wiR2TaYCUAPcqpsE2JkDGG0-C8LiLPOPbVM3RPQF8jswe2cacoMSNQRsHNuuAWp1VRGjbkUg&luckydog_token=wXnov5t9s9cQ0rPwC9vlX1fC8noemPhjug21LcHCB9_Rp1n5ZVN1FhQwoc1xkfRx&luckydog_data=vMVxwNDHRsvj9mg9HHkvrA
4	200	headers=0	body=1228	url=https://security.snssdk.com/api/plugin/config/v2/?soc_platform=oriole&klink_egdi=AAL6F2JRRmTyRcmhfWO8fpeIax20xWdbnFyoOkbHLTA1hgY6i5yr6vS9&iid=3313280560987770&device_id=4087336283154583&ac=wifi&channel=vivo_1128_64&aid=1128&app_name=aweme&version_code=350100&version_name=35.1.0&device_platform=android&os=android&ssmix=a&device_type=Pixel+6&device_brand=google&language=zh&os_api=35&os_version=15&manifest_version_code=350101&resolution=1080*2209&dpi=420&update_version_code=35109900&_rticket=1788277504975&package=com.ss.android.ugc.aweme&mcc_mnc=46000&first_launch_timestamp=1788265682&last_deeplink_update_version_code=0&cpu_support64=true&host_abi=arm64-v8a&is_guest_mode=0&app_type=normal&minor_status=0&appTheme=light&is_preinstall=0&need_personal_recommend=1&is_android_pad=0&is_android_fold=0&ts=1788277504&cdid=3c8e225d-27e2-4294-8873-9009960e7908
5	200	headers=12	body=1228	url=https://security.snssdk.com/api/plugin/config/v2/?soc_platform=oriole&klink_egdi=AAL6F2JRRmTyRcmhfWO8fpeIax20xWdbnFyoOkbHLTA1hgY6i5yr6vS9&iid=3313280560987770&device_id=4087336283154583&ac=wifi&channel=vivo_1128_64&aid=1128&app_name=aweme&version_code=350100&version_name=35.1.0&device_platform=android&os=android&ssmix=a&device_type=Pixel+6&device_brand=google&language=zh&os_api=35&os_version=15&manifest_version_code=350101&resolution=1080*2209&dpi=420&update_version_code=35109900&_rticket=1788277505151&package=com.ss.android.ugc.aweme&mcc_mnc=46000&first_launch_timestamp=1788265682&last_deeplink_update_version_code=0&cpu_support64=true&host_abi=arm64-v8a&is_guest_mode=0&app_type=normal&minor_status=0&appTheme=light&is_preinstall=0&need_personal_recommend=1&is_android_pad=0&is_android_fold=0&ts=1788277504&cdid=3c8e225d-27e2-4294-8873-9009960e7908
6	200	headers=9	body=1060	url=https://mssdk.bytedance.com/sdi/get_token?lc_id=1588093228&platform=android&device_platform=android&sdk_ver=v04.09.05-ml-android&sdk_ver_code=67699968&app_ver=35.1.0&version_code=350101&aid=1128&sdkid&subaid&iid&did=4087336283154583&bd_did&client_type=inhouse&region_type=ml&mode=2&full_update_version_code=35109900
7	200	headers=0	body=1060	url=https://mssdk.bytedance.com/sdi/get_token?lc_id=1588093228&platform=android&device_platform=android&sdk_ver=v04.09.05-ml-android&sdk_ver_code=67699968&app_ver=35.1.0&version_code=350101&aid=1128&sdkid&subaid&iid&did=4087336283154583&bd_did&client_type=inhouse&region_type=ml&mode=2&full_update_version_code=35109900
8	200	headers=0	body=0	url=https://aweme.snssdk.com/service/settings/v3/?cpu_model=oriole&oid=3&last_settings_version=%7B%22version_code%22%3A%22350100%22%7D&settings_time=1788276737&elder_mode=0&settings_fp=eyJrIjoiajM2bEpTbGdiaU4rMUl2R2FISjJiQT09IiwidiI6Ik5EYU5kM3JIc0pGS2dVcjlEaXNKNnc9PSJ9&klink_egdi=AAL6F2JRRmTyRcmhfWO8fpeIax20xWdbnFyoOkbHLTA1hgY6i5yr6vS9&iid=3313280560987770&device_id=4087336283154583&ac=wifi&channel=vivo_1128_64&aid=1128&app_name=aweme&version_code=350100&version_name=35.1.0&device_platform=android&os=android&ssmix=a&device_type=Pixel+6&device_brand=google&language=zh&os_api=35&os_version=15&manifest_version_code=350101&resolution=1080*2209&dpi=420&update_version_code=35109900&_rticket=1788277507522&package=com.ss.android.ugc.aweme&mcc_mnc=46000&first_launch_timestamp=1788265682&last_deeplink_update_version_code=0&cpu_support64=true&host_abi=arm64-v8a&is_guest_mode=0&app_type=normal&minor_status=0&appTheme=light&is_preinstall=0&need_personal_recommend=1&is_android_pad=0&is_android_fold=0&ts=1788277507&cdid=3c8e225d-27e2-4294-8873-9009960e7908&luckydog_base=ZWkSTskzn9-4_3mhabJfkkR2YvxwBoxiW_rj9VMoqp8uV8Dnf0f6dK7FSZbP_-AydNGWOQD7rvaKeoOAQiH0yX53LPEKSCcT3H7wiR2TaYCUAPcqpsE2JkDGG0-C8LiLPOPbVM3RPQF8jswe2cacoMSNQRsHNuuAWp1VRGjbkUg&luckydog_token=wXnov5t9s9cQ0rPwC9vlX1fC8noemPhjug21LcHCB9_Rp1n5ZVN1FhQwoc1xkfRx&luckydog_data=vMVxwNDHRsvj9mg9HHkvrA
9	200	headers=9	body=9906	url=https://mssdk.bytedance.com/ri/report?lc_id=1588093228&platform=android&device_platform=android&sdk_ver=v04.09.05-ml-android&sdk_ver_code=67699968&app_ver=35.1.0&version_code=350101&aid=1128&sdkid&subaid&iid&did=4087336283154583&bd_did&client_type=inhouse&region_type=ml&mode=3&full_update_version_code=35109900
10	200	headers=9	body=1060	url=https://mssdk.bytedance.com/sdi/get_token?lc_id=1588093228&platform=android&device_platform=android&sdk_ver=v04.09.05-ml-android&sdk_ver_code=67699968&app_ver=35.1.0&version_code=350101&aid=1128&sdkid&subaid&iid&did=4087336283154583&bd_did&client_type=inhouse&region_type=ml&mode=2&full_update_version_code=35109900
