14000000-34000000 rw-p 00000000 00:00 0                                  [anon:dalvik-main space]
70dc6000-70dc7000 rw-p 002d4000 fe:0a 1385                               /system/framework/arm64/boot.oat
70dc7000-70dd6000 r--p 00000000 fe:0a 1307                               /system/framework/arm64/boot-core-libart.oat
70dd6000-70e12000 r-xp 0000f000 fe:0a 1307                               /system/framework/arm64/boot-core-libart.oat
70e12000-70e13000 rw-p 00000000 00:00 0                                  [anon:.bss]
70e13000-70e16000 rw-p 00000000 fe:0a 1397                               /system/framework/boot-core-libart.vdex
70e16000-70e17000 r--p 0004b000 fe:0a 1307                               /system/framework/arm64/boot-core-libart.oat
70e17000-70e18000 rw-p 0004c000 fe:0a 1307                               /system/framework/arm64/boot-core-libart.oat
70e18000-70e26000 r--p 00000000 fe:0a 1367                               /system/framework/arm64/boot-okhttp.oat
70e26000-70e55000 r-xp 0000e000 fe:0a 1367                               /system/framework/arm64/boot-okhttp.oat
70e55000-70e56000 rw-p 00000000 00:00 0                                  [anon:.bss]
70e56000-70e58000 rw-p 00000000 fe:0a 1417                               /system/framework/boot-okhttp.vdex
70e58000-70e59000 r--p 0003d000 fe:0a 1367                               /system/framework/arm64/boot-okhttp.oat
70e59000-70e5a000 rw-p 0003e000 fe:0a 1367                               /system/framework/arm64/boot-okhttp.oat
70e5a000-70e61000 r--p 00000000 fe:0a 1295                               /system/framework/arm64/boot-bouncycastle.oat
70e61000-70e70000 r-xp 00007000 fe:0a 1295                               /system/framework/arm64/boot-bouncycastle.oat
70e70000-70e71000 rw-p 00000000 00:00 0                                  [anon:.bss]
70e71000-70e79000 rw-p 00000000 fe:0a 1393                               /system/framework/boot-bouncycastle.vdex
70e79000-70e7a000 r--p 00016000 fe:0a 1295                               /system/framework/arm64/boot-bouncycastle.oat
70e7a000-70e7b000 rw-p 00017000 fe:0a 1295                               /system/framework/arm64/boot-bouncycastle.oat
70e7b000-70e7e000 r--p 00000000 fe:0a 1289                               /system/framework/arm64/boot-apache-xml.oat
70e7e000-70e83000 rw-p 00000000 fe:0a 1391                               /system/framework/boot-apache-xml.vdex
70e83000-70e84000 r--p 00003000 fe:0a 1289                               /system/framework/arm64/boot-apache-xml.oat
70e84000-70e85000 rw-p 00004000 fe:0a 1289                               /system/framework/arm64/boot-apache-xml.oat
70e85000-71060000 r--p 00000000 fe:0a 1355                               /system/framework/arm64/boot-framework.oat
71060000-7168b000 r-xp 001db000 fe:0a 1355                               /system/framework/arm64/boot-framework.oat
7168b000-7168c000 rw-p 00000000 00:00 0                                  [anon:.bss]
7168c000-71736000 rw-p 00000000 fe:0a 1413                               /system/framework/boot-framework.vdex
71736000-71737000 r--p 00806000 fe:0a 1355                               /system/framework/arm64/boot-framework.oat
71737000-71738000 rw-p 00807000 fe:0a 1355                               /system/framework/arm64/boot-framework.oat
71738000-7173a000 r--p 00000000 fe:0a 1331                               /system/framework/arm64/boot-framework-graphics.oat
7173a000-7173b000 rw-p 00000000 fe:0a 1405                               /system/framework/boot-framework-graphics.vdex
7173b000-7173c000 r--p 00002000 fe:0a 1331                               /system/framework/arm64/boot-framework-graphics.oat
7173c000-7173d000 rw-p 00003000 fe:0a 1331                               /system/framework/arm64/boot-framework-graphics.oat
7173d000-7173f000 r--p 00000000 fe:0a 1337                               /system/framework/arm64/boot-framework-location.oat
7173f000-71741000 rw-p 00000000 fe:0a 1407                               /system/framework/boot-framework-location.vdex
71741000-71742000 r--p 00002000 fe:0a 1337                               /system/framework/arm64/boot-framework-location.oat
71742000-71743000 rw-p 00003000 fe:0a 1337                               /system/framework/arm64/boot-framework-location.oat
71743000-71745000 r--p 00000000 fe:0a 1325                               /system/framework/arm64/boot-framework-connectivity-b.oat
71745000-71746000 r-xp 00002000 fe:0a 1325                               /system/framework/arm64/boot-framework-connectivity-b.oat
71746000-71747000 rw-p 00000000 00:00 0                                  [anon:.bss]
71747000-71748000 rw-p 00000000 fe:0a 1403                               /system/framework/boot-framework-connectivity-b.vdex
71748000-71749000 r--p 00003000 fe:0a 1325                               /system/framework/arm64/boot-framework-connectivity-b.oat
71749000-7174a000 rw-p 00004000 fe:0a 1325                               /system/framework/arm64/boot-framework-connectivity-b.oat
7174a000-7174f000 r--p 00000000 fe:0a 1313                               /system/framework/arm64/boot-ext.oat
7174f000-71766000 r-xp 00005000 fe:0a 1313                               /system/framework/arm64/boot-ext.oat
71766000-71767000 rw-p 00000000 fe:0a 1399                               /system/framework/boot-ext.vdex
71767000-71768000 r--p 0001c000 fe:0a 1313                               /system/framework/arm64/boot-ext.oat
71768000-71769000 rw-p 0001d000 fe:0a 1313                               /system/framework/arm64/boot-ext.oat
71769000-71771000 r--p 00000000 fe:0a 1373                               /system/framework/arm64/boot-telephony-common.oat
71771000-71780000 rw-p 00000000 fe:0a 1419                               /system/framework/boot-telephony-common.vdex
71780000-71781000 r--p 00008000 fe:0a 1373                               /system/framework/arm64/boot-telephony-common.oat
71781000-71782000 rw-p 00009000 fe:0a 1373                               /system/framework/arm64/boot-telephony-common.oat
71782000-71785000 r--p 00000000 fe:0a 1379                               /system/framework/arm64/boot-voip-common.oat
71785000-71786000 r-xp 00003000 fe:0a 1379                               /system/framework/arm64/boot-voip-common.oat
71786000-7178b000 rw-p 00000000 fe:0a 1421                               /system/framework/boot-voip-common.vdex
7178b000-7178c000 r--p 00004000 fe:0a 1379                               /system/framework/arm64/boot-voip-common.oat
7178c000-7178d000 rw-p 00005000 fe:0a 1379                               /system/framework/arm64/boot-voip-common.oat
7178d000-7178f000 r--p 00000000 fe:0a 1361                               /system/framework/arm64/boot-ims-common.oat
7178f000-71791000 rw-p 00000000 fe:0a 1415                               /system/framework/boot-ims-common.vdex
71791000-71792000 r--p 00002000 fe:0a 1361                               /system/framework/arm64/boot-ims-common.oat
71792000-71793000 rw-p 00003000 fe:0a 1361                               /system/framework/arm64/boot-ims-common.oat
71793000-71795000 r--p 00000000 fe:0a 1349                               /system/framework/arm64/boot-framework-platformcrashrecovery.oat
71795000-71796000 rw-p 00000000 fe:0a 1411                               /system/framework/boot-framework-platformcrashrecovery.vdex
71796000-71797000 r--p 00002000 fe:0a 1349                               /system/framework/arm64/boot-framework-platformcrashrecovery.oat
71797000-71798000 rw-p 00003000 fe:0a 1349                               /system/framework/arm64/boot-framework-platformcrashrecovery.oat
71798000-7179a000 r--p 00000000 fe:0a 1343                               /system/framework/arm64/boot-framework-ondeviceintelligence-platform.oat
7179a000-7179b000 rw-p 00000000 fe:0a 1409                               /system/framework/boot-framework-ondeviceintelligence-platform.vdex
7179b000-7179c000 r--p 00002000 fe:0a 1343                               /system/framework/arm64/boot-framework-ondeviceintelligence-platform.oat
7179c000-7179d000 rw-p 00003000 fe:0a 1343                               /system/framework/arm64/boot-framework-ondeviceintelligence-platform.oat
7179d000-717cb000 r--p 00000000 fe:0a 1301                               /system/framework/arm64/boot-core-icu4j.oat
717cb000-7188c000 r-xp 0002e000 fe:0a 1301                               /system/framework/arm64/boot-core-icu4j.oat
7188c000-7188d000 rw-p 00000000 00:00 0                                  [anon:.bss]
7188d000-71896000 rw-p 00000000 fe:0a 1395                               /system/framework/boot-core-icu4j.vdex
71896000-71897000 r--p 000ef000 fe:0a 1301                               /system/framework/arm64/boot-core-icu4j.oat
71897000-71898000 rw-p 000f0000 fe:0a 1301                               /system/framework/arm64/boot-core-icu4j.oat
71898000-72167000 rw-p 00000000 00:00 0 
72167000-7217e000 r--p 00000000 fe:38 4731                               /data/misc/apexdata/com.android.art/dalvik-cache/arm64/boot-framework-adservices.oat
7217e000-721ae000 rw-p 00000000 fe:38 4804                               /data/misc/apexdata/com.android.art/dalvik-cache/arm64/boot-framework-adservices.vdex
721ae000-721af000 r--p 00017000 fe:38 4731                               /data/misc/apexdata/com.android.art/dalvik-cache/arm64/boot-framework-adservices.oat
721af000-721b0000 rw-p 00018000 fe:38 4731                               /data/misc/apexdata/com.android.art/dalvik-cache/arm64/boot-framework-adservices.oat
721b0000-727d6000 rw-p 00000000 00:00 0                                  [anon:dalvik-zygote space]
727d6000-727d7000 rw-p 00000000 00:00 0                                  [anon:dalvik-non moving space]
727d7000-72807000 rw-p 00000000 00:00 0                                  [anon:dalvik-non moving space]
72807000-751b1000 ---p 00000000 00:00 0                                  [anon:dalvik-non moving space]
751b1000-761b0000 rw-p 00000000 00:00 0                                  [anon:dalvik-non moving space]
ebad6000-ebad7000 ---p 00000000 00:00 0                                  [anon:dalvik-Sentinel fault page]
5efbc00000-5efbe21000 rw-s 5efbc00000 00:11 513                          /dev/mali0
5efc000000-5efc401000 rw-s 5efc000000 00:11 513                          /dev/mali0
5efc484000-5efc600000 rw-s 5efc484000 00:11 513                          /dev/mali0
5efc600000-5efd01f000 rw-s 5efc600000 00:11 513                          /dev/mali0
5efd084000-5efd200000 rw-s 5efd084000 00:11 513                          /dev/mali0
5efd200000-5efdc1f000 rw-s 5efd200000 00:11 513                          /dev/mali0
5efdc84000-5efde00000 rw-s 5efdc84000 00:11 513                          /dev/mali0
5efde00000-5efe201000 rw-s 5efde00000 00:11 513                          /dev/mali0
5efe284000-5efe400000 rw-s 5efe284000 00:11 513                          /dev/mali0
5efe400000-5efee1f000 rw-s 5efe400000 00:11 513                          /dev/mali0
5efee84000-5eff000000 rw-s 5efee84000 00:11 513                          /dev/mali0
5eff000000-5eff201000 rw-s 5eff000000 00:11 513                          /dev/mali0
5eff284000-5eff400000 rw-s 5eff284000 00:11 513                          /dev/mali0
5eff400000-5effe1f000 rw-s 5eff400000 00:11 513                          /dev/mali0
5effe52000-5effe53000 rw-s 5effe52000 00:11 513                          /dev/mali0
5effe53000-5effe54000 rw-s 5effe53000 00:11 513                          /dev/mali0
5effe54000-5effe55000 rw-s 5effe54000 00:11 513                          /dev/mali0
5effe55000-5effe56000 rw-s 5effe55000 00:11 513                          /dev/mali0
5effe56000-5effe57000 rw-s 5effe56000 00:11 513                          /dev/mali0
5effe57000-5effe58000 rw-s 5effe57000 00:11 513                          /dev/mali0
5effe58000-5effe59000 rw-s 5effe58000 00:11 513                          /dev/mali0
5effe59000-5effe5a000 rw-s 5effe59000 00:11 513                          /dev/mali0
5effe5a000-5effe5b000 rw-s 5effe5a000 00:11 513                          /dev/mali0
5effe5b000-5effe5c000 rw-s 5effe5b000 00:11 513                          /dev/mali0
5effe5c000-5effe62000 rw-s 5effe5c000 00:11 513                          /dev/mali0
5effe62000-5effe82000 rw-s 5effe62000 00:11 513                          /dev/mali0
5effe82000-5effe98000 rw-s 5effe82000 00:11 513                          /dev/mali0
5effeb8000-5effece000 rw-s 5effeb8000 00:11 513                          /dev/mali0
5effece000-5effee4000 rw-s 5effece000 00:11 513                          /dev/mali0
5efff04000-5efff25000 rw-s 5efff04000 00:11 513                          /dev/mali0
5efff45000-5efffc6000 rw-s 5efff45000 00:11 513                          /dev/mali0
5efffc6000-5efffdc000 rw-s 5efffc6000 00:11 513                          /dev/mali0
5efffdc000-5efffdd000 rw-s 5efffdc000 00:11 513                          /dev/mali0
5efffdd000-5efffde000 rw-s 5efffdd000 00:11 513                          /dev/mali0
5efffde000-5efffdf000 rw-s 5efffde000 00:11 513                          /dev/mali0
5efffdf000-5efffe0000 rw-s 5efffdf000 00:11 513                          /dev/mali0
5efffec000-5efffed000 rw-s 5efffec000 00:11 513                          /dev/mali0
5efffee000-5efffef000 rw-s 5efffee000 00:11 513                          /dev/mali0
5efffef000-5effff0000 rw-s 5efffef000 00:11 513                          /dev/mali0
5effff0000-5effff1000 rw-s 5effff0000 00:11 513                          /dev/mali0
5effff1000-5effff2000 rw-s 5effff1000 00:11 513                          /dev/mali0
5effff2000-5effff3000 rw-s 5effff2000 00:11 513                          /dev/mali0
5effff3000-5effff4000 rw-s 5effff3000 00:11 513                          /dev/mali0
5effff4000-5effff5000 rw-s 5effff4000 00:11 513                          /dev/mali0
5effff6000-5effff7000 rw-s 5effff6000 00:11 513                          /dev/mali0
5effff7000-5effff8000 rw-s 5effff7000 00:11 513                          /dev/mali0
5effff8000-5effff9000 rw-s 5effff8000 00:11 513                          /dev/mali0
5effff9000-5effffa000 rw-s 5effff9000 00:11 513                          /dev/mali0
5effffa000-5effffb000 rw-s 5effffa000 00:11 513                          /dev/mali0
5effffb000-5effffc000 rw-s 5effffb000 00:11 513                          /dev/mali0
5effffd000-5effffe000 rw-s 5effffd000 00:11 513                          /dev/mali0
5effffe000-5efffff000 rw-s 5effffe000 00:11 513                          /dev/mali0
5efffff000-5f00000000 rw-s 5efffff000 00:11 513                          /dev/mali0
641105e000-6411060000 r--p 00000000 fe:0a 156                            /system/bin/app_process64
6411060000-6411061000 r-xp 00002000 fe:0a 156                            /system/bin/app_process64
6411061000-6411062000 r--p 00003000 fe:0a 156                            /system/bin/app_process64
6411062000-6411063000 rw-p 00004000 fe:0a 156                            /system/bin/app_process64
67dda00000-67de3d8000 ---p 00000000 00:00 0 
67de3d8000-67de3dc000 rw-p 00000000 00:00 0 
67de3dc000-67df6c8000 ---p 00000000 00:00 0 
67df6c8000-67df6cc000 rw-p 00000000 00:00 0 
67df6cc000-67dfa00000 ---p 00000000 00:00 0 
67e3efd000-67e47a4000 r-xp 00000000 fe:38 56507                          /data/data/com.ss.android.ugc.aweme/files/plugins/com.ss.android.ugc.aweme.videocache_v2/version-35109037/lib/libavmdlp2pv2.so
67e47a4000-67e47aa000 ---p 00000000 00:00 0 
67e47aa000-67e47d5000 r--p 008a9000 fe:38 56507                          /data/data/com.ss.android.ugc.aweme/files/plugins/com.ss.android.ugc.aweme.videocache_v2/version-35109037/lib/libavmdlp2pv2.so
67e47d5000-67e47d7000 rw-p 008d4000 fe:38 56507                          /data/data/com.ss.android.ugc.aweme/files/plugins/com.ss.android.ugc.aweme.videocache_v2/version-35109037/lib/libavmdlp2pv2.so
67e47d7000-67e47e8000 rw-p 00000000 00:00 0                              [anon:.bss]
67e4800000-67e7400000 ---p 00000000 00:00 0 
67e740e000-67e782c000 ---p 00000000 00:00 0 
67e782c000-67e7830000 rw-p 00000000 00:00 0 
67e7830000-67e840e000 ---p 00000000 00:00 0 
67e840e000-67e8741000 r-xp 00000000 fe:38 58146                          /data/data/com.ss.android.ugc.aweme/files/plugins/com.bytedance.aweme.smart_client_plugin/version-35109020/lib/libpy-numpy.so
67e8741000-67e8742000 ---p 00000000 00:00 0 
67e8742000-67e874d000 r--p 00333000 fe:38 58146                          /data/data/com.ss.android.ugc.aweme/files/plugins/com.bytedance.aweme.smart_client_plugin/version-35109020/lib/libpy-numpy.so
67e874d000-67e8760000 rw-p 0033e000 fe:38 58146                          /data/data/com.ss.android.ugc.aweme/files/plugins/com.bytedance.aweme.smart_client_plugin/version-35109020/lib/libpy-numpy.so
67e8760000-67e8782000 rw-p 00000000 00:00 0                              [anon:.bss]
67e8800000-67ea600000 ---p 00000000 00:00 0 
67ea6e5000-67eab96000 r-xp 00000000 fe:38 50804                          /data/data/com.ss.android.ugc.aweme/files/plugins/com.bytedance.aweme.smart_client_plugin/version-35109020/lib/libpy-cv-numpycv.so
67eab96000-67eabad000 r--p 004b0000 fe:38 50804                          /data/data/com.ss.android.ugc.aweme/files/plugins/com.bytedance.aweme.smart_client_plugin/version-35109020/lib/libpy-cv-numpycv.so
67eabad000-67eabc6000 rw-p 004c7000 fe:38 50804                          /data/data/com.ss.android.ugc.aweme/files/plugins/com.bytedance.aweme.smart_client_plugin/version-35109020/lib/libpy-cv-numpycv.so
67eabc6000-67eabfe000 rw-p 00000000 00:00 0                              [anon:.bss]
67eac00000-67ed400000 ---p 00000000 00:00 0 
67ed4cc000-67ed53a000 r-xp 00000000 fe:38 40747                          /data/data/com.ss.android.ugc.aweme/files/plugins/com.bytedance.aweme.smart_client_plugin/version-35109020/lib/libBDPythonVM.so
67ed53a000-67ed53b000 ---p 00000000 00:00 0 
67ed53b000-67ed53d000 r--p 0006e000 fe:38 40747                          /data/data/com.ss.android.ugc.aweme/files/plugins/com.bytedance.aweme.smart_client_plugin/version-35109020/lib/libBDPythonVM.so
67ed53d000-67ed540000 rw-p 00070000 fe:38 40747                          /data/data/com.ss.android.ugc.aweme/files/plugins/com.bytedance.aweme.smart_client_plugin/version-35109020/lib/libBDPythonVM.so
67ed600000-67ee400000 ---p 00000000 00:00 0 
67ee418000-67ee60e000 r-xp 00000000 fe:38 48993                          /data/data/com.ss.android.ugc.aweme/files/plugins/com.bytedance.aweme.smart_client_plugin/version-35109020/lib/libpythonA.so
67ee60e000-67ee615000 r--p 001f5000 fe:38 48993                          /data/data/com.ss.android.ugc.aweme/files/plugins/com.bytedance.aweme.smart_client_plugin/version-35109020/lib/libpythonA.so
67ee615000-67ee639000 rw-p 001fc000 fe:38 48993                          /data/data/com.ss.android.ugc.aweme/files/plugins/com.bytedance.aweme.smart_client_plugin/version-35109020/lib/libpythonA.so
67ee639000-67ee63d000 rw-p 00000000 00:00 0                              [anon:.bss]
67ee800000-67ef800000 ---p 00000000 00:00 0 
67f00c1000-67f00c2000 ---p 00000000 00:00 0 
67f00c2000-67f00c3000 ---p 00000000 00:00 0                              [anon:stack_and_tls:9346]
67f00c3000-67f01d2000 rw-p 00000000 00:00 0                              [anon:stack_and_tls:9346]
67f01d2000-67f01d4000 ---p 00000000 00:00 0 
67f01d4000-67f0415000 rw-p 00000000 00:00 0                              [anon:scudo:secondary]
67f0415000-67f0417000 ---p 00000000 00:00 0 
67f0417000-67f0418000 ---p 00000000 00:00 0                              [anon:stack_and_tls:9290]
67f0418000-67f051f000 rw-p 00000000 00:00 0                              [anon:stack_and_tls:9290]
67f051f000-67f0521000 ---p 00000000 00:00 0 
67f0521000-67f06a7000 rw-p 00000000 00:00 0                              [anon:scudo:secondary]
67f06a7000-67f06a8000 ---p 00000000 00:00 0 
67f06a8000-67f1234000 ---p 00000000 00:00 0 
67f1234000-67f1238000 rw-p 00000000 00:00 0 
67f1238000-67f16a8000 ---p 00000000 00:00 0 
67f16a8000-67f16a9000 ---p 00000000 00:00 0 
67f16a9000-67f16aa000 ---p 00000000 00:00 0                              [anon:stack_and_tls:9275]
67f16aa000-67f17b1000 rw-p 00000000 00:00 0                              [anon:stack_and_tls:9275]
67f17b1000-67f17b3000 ---p 00000000 00:00 0 
67f17b3000-67f1939000 rw-p 00000000 00:00 0                              [anon:scudo:secondary]
67f1939000-67f193a000 ---p 00000000 00:00 0 
67f193a000-67f2744000 ---p 00000000 00:00 0 
67f2744000-67f2748000 rw-p 00000000 00:00 0 
67f2748000-67f2af0000 ---p 00000000 00:00 0 
67f2af0000-67f2af4000 rw-p 00000000 00:00 0 
67f2af4000-67f4038000 ---p 00000000 00:00 0 
67f4038000-67f403c000 rw-p 00000000 00:00 0 
67f403c000-67f493a000 ---p 00000000 00:00 0 
67f493a000-67f493b000 ---p 00000000 00:00 0 
67f493b000-67f4a37000 rw-p 00000000 00:00 0                              [anon:stack_and_tls:9269]
67f4a37000-67f4a38000 ---p 00000000 00:00 0 
67f4ab0000-67f4ab1000 ---p 00000000 00:00 0 
67f4ab1000-67f4ab2000 ---p 00000000 00:00 0                              [anon:stack_and_tls:9271]
67f4ab2000-67f4bb9000 rw-p 00000000 00:00 0                              [anon:stack_and_tls:9271]
67f4bb9000-67f4bbb000 ---p 00000000 00:00 0 
67f4bbb000-67f4bbc000 ---p 00000000 00:00 0                              [anon:stack_and_tls:9270]
67f4bbc000-67f4cc3000 rw-p 00000000 00:00 0                              [anon:stack_and_tls:9270]
67f4cc3000-67f4cc5000 ---p 00000000 00:00 0 
67f4cc5000-67f4e4b000 rw-p 00000000 00:00 0                              [anon:scudo:secondary]
67f4e4b000-67f4e4c000 ---p 00000000 00:00 0 
67f4e4c000-67f4faf000 r-xp 00000000 fe:38 45586                          /data/data/com.ss.android.ugc.aweme/files/plugins/com.bytedance.aweme.smart_client_plugin/version-35109020/lib/libARTNative.so
67f4faf000-67f4fb0000 ---p 00000000 00:00 0 
67f4fb0000-67f4fb6000 r--p 00163000 fe:38 45586                          /data/data/com.ss.android.ugc.aweme/files/plugins/com.bytedance.aweme.smart_client_plugin/version-35109020/lib/libARTNative.so
67f4fb6000-67f4fb7000 rw-p 00169000 fe:38 45586                          /data/data/com.ss.android.ugc.aweme/files/plugins/com.bytedance.aweme.smart_client_plugin/version-35109020/lib/libARTNative.so
67f4fb7000-67f4fed000 rw-p 00000000 00:00 0                              [anon:.bss]
67f5000000-67f6600000 ---p 00000000 00:00 0 
67f6652000-67f669c000 r-xp 00000000 fe:38 58690                          /data/data/com.ss.android.ugc.aweme/files/plugins/com.bytedance.aweme.smart_client_plugin/version-35109020/lib/libbytedt.so
67f669c000-67f669d000 ---p 00000000 00:00 0 
67f669d000-67f669f000 r--p 0004a000 fe:38 58690                          /data/data/com.ss.android.ugc.aweme/files/plugins/com.bytedance.aweme.smart_client_plugin/version-35109020/lib/libbytedt.so
67f669f000-67f66a0000 rw-p 0004c000 fe:38 58690                          /data/data/com.ss.android.ugc.aweme/files/plugins/com.bytedance.aweme.smart_client_plugin/version-35109020/lib/libbytedt.so
67f66c2000-67f6742000 rw-p 00000000 00:00 0                              [anon:dalvik-mark stack]
67f6742000-67f6a80000 ---p 00000000 00:00 0 
67f6a80000-67f6a84000 rw-p 00000000 00:00 0 
67f6a84000-67f7742000 ---p 00000000 00:00 0 
67f7742000-67f7743000 ---p 00000000 00:00 0 
67f7743000-67f783f000 rw-p 00000000 00:00 0                              [anon:stack_and_tls:9267]
67f783f000-67f7840000 ---p 00000000 00:00 0 
67f7840000-67f787c000 r-xp 00000000 fe:38 45885                          /data/data/com.ss.android.ugc.aweme/files/plugins/com.bytedance.aweme.smart_client_plugin/version-35109020/lib/libCepProxy.so
67f787c000-67f787e000 r--p 0003b000 fe:38 45885                          /data/data/com.ss.android.ugc.aweme/files/plugins/com.bytedance.aweme.smart_client_plugin/version-35109020/lib/libCepProxy.so
67f787e000-67f787f000 rw-p 00000000 00:00 0                              [anon:.bss]
67f7882000-67f7d64000 r-xp 00000000 fe:38 48914                          /data/data/com.ss.android.ugc.aweme/files/plugins/com.bytedance.aweme.smart_client_plugin/version-35109020/lib/libAndroidPitayaCore.so
67f7d64000-67f7d65000 ---p 00000000 00:00 0 
67f7d65000-67f7d79000 r--p 004e2000 fe:38 48914                          /data/data/com.ss.android.ugc.aweme/files/plugins/com.bytedance.aweme.smart_client_plugin/version-35109020/lib/libAndroidPitayaCore.so
67f7d79000-67f7d7d000 rw-p 004f6000 fe:38 48914                          /data/data/com.ss.android.ugc.aweme/files/plugins/com.bytedance.aweme.smart_client_plugin/version-35109020/lib/libAndroidPitayaCore.so
67f7d7d000-67f7d82000 rw-p 00000000 00:00 0                              [anon:.bss]
67f7e00000-67f9200000 ---p 00000000 00:00 0 
67f9203000-67f9d38000 ---p 00000000 00:00 0 
67f9d38000-67f9d3c000 rw-p 00000000 00:00 0 
67f9d3c000-67fa203000 ---p 00000000 00:00 0 
67fa203000-67fa204000 ---p 00000000 00:00 0 
67fa204000-67fa300000 rw-p 00000000 00:00 0                              [anon:stack_and_tls:9266]
67fa300000-67fa301000 ---p 00000000 00:00 0 
67fa301000-67fa3d1000 r-xp 00000000 fe:38 45600                          /data/data/com.ss.android.ugc.aweme/files/plugins/com.bytedance.aweme.smart_client_plugin/version-35109020/lib/libfast_engine.so
67fa3d1000-67fa3d7000 r--p 000cf000 fe:38 45600                          /data/data/com.ss.android.ugc.aweme/files/plugins/com.bytedance.aweme.smart_client_plugin/version-35109020/lib/libfast_engine.so
67fa3d7000-67fa3d9000 rw-p 000d5000 fe:38 45600                          /data/data/com.ss.android.ugc.aweme/files/plugins/com.bytedance.aweme.smart_client_plugin/version-35109020/lib/libfast_engine.so
67fa3d9000-67fa3f5000 rw-p 00000000 00:00 0                              [anon:.bss]
67fa405000-67fabd4000 ---p 00000000 00:00 0 
67fabd4000-67fabd8000 rw-p 00000000 00:00 0 
67fabd8000-67fc324000 ---p 00000000 00:00 0 
67fc324000-67fc328000 rw-p 00000000 00:00 0 
67fc328000-67fc990000 ---p 00000000 00:00 0 
67fc990000-67fc994000 rw-p 00000000 00:00 0 
67fc994000-67fd405000 ---p 00000000 00:00 0 
67fd405000-67fd7e2000 r-xp 00000000 fe:38 51409                          /data/data/com.ss.android.ugc.aweme/files/plugins/com.ss.android.live.pullstreamso/version-351090370/lib/libttquic.so
67fd7e2000-67fd7f8000 r--p 003dc000 fe:38 51409                          /data/data/com.ss.android.ugc.aweme/files/plugins/com.ss.android.live.pullstreamso/version-351090370/lib/libttquic.so
67fd7f8000-67fd7f9000 rw-p 003f2000 fe:38 51409                          /data/data/com.ss.android.ugc.aweme/files/plugins/com.ss.android.live.pullstreamso/version-351090370/lib/libttquic.so
67fd7f9000-67fd7fb000 rw-p 00000000 00:00 0                              [anon:.bss]
67fd800000-6800000000 ---p 00000000 00:00 0 
6800000000-6800001000 ---p 00000000 00:00 0                              [anon:partition_alloc]
6800001000-6800002000 rw-p 00000000 00:00 0                              [anon:partition_alloc]
6800002000-6800004000 ---p 00000000 00:00 0                              [anon:partition_alloc]
